gene_oid,Locus Tag,Gene Product Name,Genome ID,Genome Name,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Add Date,Is Public,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails (GOLD),Alt2. Contact Names (GOLD),Altitude,Bioproject Accession,Biosample Accession,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal Id,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Isolation,Isolation Country,ITS PID,ITS Proposal Id,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO Project ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Relevance,Replicate,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits
2526021958,H978DRAFT_1752,"DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains",2524614846,Alteromonas sp. ALT199,,,,2002782,2004113,+,1332,443,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2204 - DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains<br/><br/>",pfam02954 - HTH_8<br/><br/>pfam00158 - Sigma54_activat<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022763,H978DRAFT_2557,"two-component system, NtrC family, nitrogen regulation response regulator GlnG",2524614846,Alteromonas sp. ALT199,glnG,,,2952341,2953750,+,1410,469,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2204 - DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains<br/><br/>",pfam00158 - Sigma54_activat<br/><br/>pfam02954 - HTH_8<br/><br/>pfam00072 - Response_reg<br/><br/>,TIGR01818 - nitrogen regulation protein NR(I)<br/><br/>,,"KO:K07712 - glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021633,H978DRAFT_1427,CheY chemotaxis protein or a CheY-like REC (receiver) domain,2524614846,Alteromonas sp. ALT199,,,,1645406,1647046,-,1641,546,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0784 - CheY chemotaxis protein or a CheY-like REC (receiver) domain<br/><br/>,pfam13181 - TPR_8<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526020675,H978DRAFT_0469,"two-component system, chemotaxis family, response regulator CheB",2524614846,Alteromonas sp. ALT199,cheB,,,564489,565619,+,1131,376,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2201 - Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains<br/><br/>",pfam01339 - CheB_methylest<br/><br/>pfam00072 - Response_reg<br/><br/>,,EC:3.1.1.61 - Protein-glutamate methylesterase.<br/><br/>,"KO:K03412 - cheB; two-component system, chemotaxis family, response regulator CheB [EC:3.1.1.61]<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526023372,H978DRAFT_3166,"two-component system, chemotaxis family, response regulator CheY",2524614846,Alteromonas sp. ALT199,,,,3640418,3640783,-,366,121,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>,,,"KO:K03413 - cheY; two-component system, chemotaxis family, response regulator CheY<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526020652,H978DRAFT_0446,"two-component system, response regulator FlrC",2524614846,Alteromonas sp. ALT199,,,,539969,541306,+,1338,445,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2204 - DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains<br/><br/>",pfam00158 - Sigma54_activat<br/><br/>pfam02954 - HTH_8<br/><br/>pfam00072 - Response_reg<br/><br/>,,,"KO:K10943 - flrC, fleR; two-component system, response regulator FlrC<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526022671,H978DRAFT_2465,Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain,2524614846,Alteromonas sp. ALT199,,,,2846340,2846738,-,399,132,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam00072 - Response_reg<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526021123,H978DRAFT_0917,Response regulator containing a CheY-like receiver domain and an HD-GYP domain,2524614846,Alteromonas sp. ALT199,,,,1053642,1055204,+,1563,520,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,,pfam11849 - DUF3369<br/><br/>pfam01966 - HD<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526023293,H978DRAFT_3087,"two-component system, NarL family, sensor histidine kinase BarA",2524614846,Alteromonas sp. ALT199,,,,3548300,3551419,+,3120,1039,CDS,No,No,,5/22/13,Yes,6,1,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,COG0642 - Signal transduction histidine kinase<br/><br/>,pfam07696 - 7TMR-DISMED2<br/><br/>pfam02518 - HATPase_c<br/><br/>pfam07695 - 7TMR-DISM_7TM<br/><br/>pfam00512 - HisKA<br/><br/>pfam00072 - Response_reg<br/><br/>pfam01627 - Hpt<br/><br/>,,EC:2.7.13.3 - Histidine kinase.<br/><br/>,"KO:K07678 - barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]<br/><br/>",,_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
2526024235,H978DRAFT_4029,"two component transcriptional regulator, LuxR family",2524614846,Alteromonas sp. ALT199,,,,4621038,4621682,+,645,214,CDS,No,No,,5/22/13,Yes,,,2524708356,H978DRAFT_scaffold00001.1,Alteromonas sp. ALT199 : H978DRAFT_scaffold00001.1,4635666,0.44,1,"COG2197 - DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains<br/><br/>",pfam00196 - GerE<br/><br/>pfam00072 - Response_reg<br/><br/>,,,,"2289 - two component transcriptional regulator, LuxR family<br/><br/>",_,_,bpedler@gmail.com; fazam@ucsd.edu,Byron Pedler; Farooq Azam,_,PRJNA190838,SAMN02849407,_,_,_,_,_,bpedler@gmail.com,Byron Pedler,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Unknown,Level 3: Improved-High-Quality Draft,Whole Genome Sequencing,300857,Gram-,_,_,_,_,_,_,1015920,802,_,_,_,_,_,_,_,_,_,_,_,_,408466,_,Alteromonas sp. ALT199,_,_,_,_,_,_,_,_,_,Comparative analysis,_,_,_,_,_,_,_,Complete,"Illumina HiSeq 2000, Illumina HiSeq 2500",_,_,_,Unknown,_,_
